game_id,season,game_date,athlete_id,athlete_display_name,team_id,minutes,field_goals_made,field_goals_attempted,three_point_field_goals_made,three_point_field_goals_attempted,free_throws_made,free_throws_attempted,points,starter,athlete_position_name,team_abbreviation,team_winner,league
401725622,2025,2025-03-06,5240287.0,Ma'Syn Howell,249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Guard,UNT,True,ncaam
401725622,2025,2025-03-06,5106884.0,Grayson Allo,249,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Guard,UNT,True,ncaam
401725622,2025,2025-03-06,4897523.0,Matthew Stone,249,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Guard,UNT,True,ncaam
401725622,2025,2025-03-06,4601284.0,Latrell Jossell,249,25.0,2.0,7.0,1.0,5.0,2.0,2.0,7.0,False,Guard,UNT,True,ncaam
401725622,2025,2025-03-06,5240286.0,Baron Smith Jr.,249,,,,,,,,,False,Forward,UNT,True,ncaam
401725622,2025,2025-03-06,5240285.0,Tyran Mason,249,,,,,,,,,False,Guard,UNT,True,ncaam
401725622,2025,2025-03-06,5175065.0,Alex Cotton,249,,,,,,,,,False,Guard,UNT,True,ncaam
401725622,2025,2025-03-06,4897338.0,Johnathan Massie,249,,,,,,,,,False,Guard,UNT,True,ncaam
401725617,2025,2025-03-03,5105587.0,Grant Newell,249,25.0,0.0,3.0,0.0,1.0,4.0,4.0,4.0,True,Forward,UNT,True,ncaam
401725617,2025,2025-03-03,4431824.0,Moulaye Sissoko,249,34.0,3.0,6.0,0.0,0.0,0.0,0.0,6.0,True,Forward,UNT,True,ncaam
401725617,2025,2025-03-03,5177104.0,Jasper Floyd,249,31.0,4.0,6.0,1.0,2.0,0.0,0.0,9.0,True,Guard,UNT,True,ncaam
401725617,2025,2025-03-03,4702491.0,Atin Wright,249,35.0,7.0,13.0,4.0,7.0,3.0,4.0,21.0,True,Guard,UNT,True,ncaam
401725617,2025,2025-03-03,4433163.0,Rondel Walker,249,25.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,True,Guard,UNT,True,ncaam
401725617,2025,2025-03-03,5106864.0,Brenen Lorient,249,19.0,6.0,10.0,0.0,1.0,3.0,3.0,15.0,False,Forward,UNT,True,ncaam
401725617,2025,2025-03-03,4897523.0,Matthew Stone,249,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Guard,UNT,True,ncaam
401725617,2025,2025-03-03,4601284.0,Latrell Jossell,249,24.0,4.0,7.0,2.0,4.0,3.0,3.0,13.0,False,Guard,UNT,True,ncaam
401725617,2025,2025-03-03,5240286.0,Baron Smith Jr.,249,,,,,,,,,False,Forward,UNT,True,ncaam
401725617,2025,2025-03-03,5175357.0,Brock Vice,249,,,,,,,,,False,Center,UNT,True,ncaam
401725617,2025,2025-03-03,5240287.0,Ma'Syn Howell,249,,,,,,,,,False,Guard,UNT,True,ncaam
401725617,2025,2025-03-03,5240285.0,Tyran Mason,249,,,,,,,,,False,Guard,UNT,True,ncaam
401725617,2025,2025-03-03,5175065.0,Alex Cotton,249,,,,,,,,,False,Guard,UNT,True,ncaam
401725617,2025,2025-03-03,5106884.0,Grayson Allo,249,,,,,,,,,False,Guard,UNT,True,ncaam
401725617,2025,2025-03-03,4897338.0,Johnathan Massie,249,,,,,,,,,False,Guard,UNT,True,ncaam
401725610,2025,2025-02-27,5105587.0,Grant Newell,249,33.0,2.0,6.0,0.0,3.0,4.0,5.0,8.0,True,Forward,UNT,True,ncaam
401725610,2025,2025-02-27,4431824.0,Moulaye Sissoko,249,20.0,3.0,3.0,0.0,0.0,0.0,0.0,6.0,True,Forward,UNT,True,ncaam
401725610,2025,2025-02-27,5177104.0,Jasper Floyd,249,32.0,4.0,10.0,1.0,3.0,0.0,0.0,9.0,True,Guard,UNT,True,ncaam
401725610,2025,2025-02-27,4702491.0,Atin Wright,249,31.0,5.0,11.0,1.0,4.0,2.0,2.0,13.0,True,Guard,UNT,True,ncaam
401725610,2025,2025-02-27,4433163.0,Rondel Walker,249,26.0,4.0,6.0,2.0,3.0,0.0,0.0,10.0,True,Guard,UNT,True,ncaam
401725610,2025,2025-02-27,5106864.0,Brenen Lorient,249,27.0,6.0,6.0,2.0,2.0,2.0,2.0,16.0,False,Forward,UNT,True,ncaam
401725610,2025,2025-02-27,4897523.0,Matthew Stone,249,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Guard,UNT,True,ncaam
401725610,2025,2025-02-27,4601284.0,Latrell Jossell,249,21.0,3.0,9.0,3.0,9.0,0.0,0.0,9.0,False,Guard,UNT,True,ncaam
401725610,2025,2025-02-27,5240286.0,Baron Smith Jr.,249,,,,,,,,,False,Forward,UNT,True,ncaam
401725610,2025,2025-02-27,5175357.0,Brock Vice,249,,,,,,,,,False,Center,UNT,True,ncaam
401725610,2025,2025-02-27,5240287.0,Ma'Syn Howell,249,,,,,,,,,False,Guard,UNT,True,ncaam
401725610,2025,2025-02-27,5240285.0,Tyran Mason,249,,,,,,,,,False,Guard,UNT,True,ncaam
401725610,2025,2025-02-27,5175065.0,Alex Cotton,249,,,,,,,,,False,Guard,UNT,True,ncaam
401725610,2025,2025-02-27,5106884.0,Grayson Allo,249,,,,,,,,,False,Guard,UNT,True,ncaam
401725610,2025,2025-02-27,4897338.0,Johnathan Massie,249,,,,,,,,,False,Guard,UNT,True,ncaam
401725603,2025,2025-02-23,5105587.0,Grant Newell,249,22.0,4.0,6.0,0.0,1.0,1.0,2.0,9.0,True,Forward,UNT,True,ncaam
401725603,2025,2025-02-23,4431824.0,Moulaye Sissoko,249,25.0,2.0,4.0,0.0,0.0,0.0,0.0,4.0,True,Forward,UNT,True,ncaam
401725603,2025,2025-02-23,5177104.0,Jasper Floyd,249,34.0,7.0,13.0,4.0,6.0,0.0,1.0,18.0,True,Guard,UNT,True,ncaam
401725603,2025,2025-02-23,4702491.0,Atin Wright,249,31.0,2.0,6.0,1.0,4.0,4.0,5.0,9.0,True,Guard,UNT,True,ncaam
401725603,2025,2025-02-23,4433163.0,Rondel Walker,249,31.0,3.0,6.0,2.0,3.0,0.0,0.0,8.0,True,Guard,UNT,True,ncaam
401725603,2025,2025-02-23,5106864.0,Brenen Lorient,249,29.0,3.0,9.0,0.0,2.0,3.0,4.0,9.0,False,Forward,UNT,True,ncaam
401725603,2025,2025-02-23,4897523.0,Matthew Stone,249,9.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,False,Guard,UNT,True,ncaam
401725603,2025,2025-02-23,4601284.0,Latrell Jossell,249,19.0,2.0,7.0,0.0,4.0,1.0,1.0,5.0,False,Guard,UNT,True,ncaam
401725603,2025,2025-02-23,5240286.0,Baron Smith Jr.,249,,,,,,,,,False,Forward,UNT,True,ncaam
401725603,2025,2025-02-23,5175357.0,Brock Vice,249,,,,,,,,,False,Center,UNT,True,ncaam
401725603,2025,2025-02-23,5240287.0,Ma'Syn Howell,249,,,,,,,,,False,Guard,UNT,True,ncaam
401725603,2025,2025-02-23,5240285.0,Tyran Mason,249,,,,,,,,,False,Guard,UNT,True,ncaam
401725603,2025,2025-02-23,5175065.0,Alex Cotton,249,,,,,,,,,False,Guard,UNT,True,ncaam
401725603,2025,2025-02-23,5106884.0,Grayson Allo,249,,,,,,,,,False,Guard,UNT,True,ncaam
401725603,2025,2025-02-23,4897338.0,Johnathan Massie,249,,,,,,,,,False,Guard,UNT,True,ncaam
401725596,2025,2025-02-19,5105587.0,Grant Newell,249,13.0,1.0,3.0,1.0,2.0,4.0,4.0,7.0,True,Forward,UNT,True,ncaam
401725596,2025,2025-02-19,4431824.0,Moulaye Sissoko,249,32.0,11.0,13.0,0.0,0.0,5.0,9.0,27.0,True,Forward,UNT,True,ncaam
401725596,2025,2025-02-19,5177104.0,Jasper Floyd,249,36.0,3.0,12.0,0.0,1.0,1.0,1.0,7.0,True,Guard,UNT,True,ncaam
401725596,2025,2025-02-19,4702491.0,Atin Wright,249,32.0,5.0,11.0,2.0,6.0,3.0,3.0,15.0,True,Guard,UNT,True,ncaam
